,acwi_monthly_return,usd_pln,edo_reference_monthly_return,cpi_prev_year_100,avg_gross_wage_pln
2019-09,0.02150077118640059,4.0,0.0031128168457330574,102.3,4918.17
2019-10,0.027626248214198235,3.8174,0.0031128168457330574,102.3,4918.17
2019-11,0.024839094074024848,3.9288,0.0031128168457330574,102.3,4918.17
2019-12,0.035631294929332036,3.7977,0.0031128168457330574,102.3,4918.17
2020-01,-0.010794759854907077,3.8999,0.003994400555316968,103.4,5167.47
2020-02,-0.08038264570263987,3.9255,0.003994400555316968,103.4,5167.47
2020-03,-0.13439788826454768,4.1466,0.003994400555316968,103.4,5167.47
2020-04,0.10763099970644618,4.1729,0.003994400555316968,103.4,5167.47
2020-05,0.044096660641232965,4.0031,0.0035947364110451296,103.4,5167.47
2020-06,0.032387696524689424,3.9806,0.0035947364110451296,103.4,5167.47
2020-07,0.05328756932598666,3.7166,0.0035947364110451296,103.4,5167.47
2020-08,0.06158267500412551,3.6924,0.0035947364110451296,103.4,5167.47
2020-09,-0.03187297526745381,3.8658,0.0035947364110451296,103.4,5167.47
2020-10,-0.024065040920969394,3.9563,0.0035947364110451296,103.4,5167.47
2020-11,0.1236332357509553,3.7364,0.0035947364110451296,103.4,5167.47
2020-12,0.0467971269700489,3.7584,0.0035947364110451296,103.4,5167.47
2021-01,-0.004306633462150655,3.746,0.004946515448805977,105.1,5662.53
2021-02,0.02346137328121478,3.7247,0.004946515448805977,105.1,5662.53
2021-03,0.027240702663758,3.9676,0.004946515448805977,105.1,5662.53
2021-04,0.04413558749364754,3.7746,0.004946515448805977,105.1,5662.53
2021-05,0.016100069758127722,3.6724,0.004946515448805977,105.1,5662.53
2021-06,0.013506723015920707,3.8035,0.004946515448805977,105.1,5662.53
2021-07,0.007180088149409736,3.841,0.004946515448805977,105.1,5662.53
2021-08,0.025340814066779238,3.8386,0.004946515448805977,105.1,5662.53
2021-09,-0.04088141291430403,3.9925,0.004946515448805977,105.1,5662.53
2021-10,0.05129993687701795,3.9664,0.004946515448805977,105.1,5662.53
2021-11,-0.023775955675929716,4.1214,0.004946515448805977,105.1,5662.53
2021-12,0.04032038410621186,4.06,0.004946515448805977,105.1,5662.53
2022-01,-0.048925799979907314,4.1147,0.012007701155556605,114.4,6346.15
2022-02,-0.025527678725760672,4.1965,0.01219021925272834,114.4,6346.15
2022-03,0.02224937670605165,4.1801,0.01219021925272834,114.4,6346.15
2022-04,-0.07966789672639585,4.4072,0.01219021925272834,114.4,6346.15
2022-05,0.0018812100356340178,4.2651,0.01219021925272834,114.4,6346.15
2022-06,-0.08388424193466337,4.4825,0.01219021925272834,114.4,6346.15
2022-07,0.07018574282675427,4.6365,0.01219021925272834,114.4,6346.15
2022-08,-0.03642483915686212,4.736,0.01219021925272834,114.4,6346.15
2022-09,-0.09530969527369149,4.9533,0.01219021925272834,114.4,6346.15
2022-10,0.060602872709746736,4.734,0.01219021925272834,114.4,6346.15
2022-11,0.07802208617637874,4.5066,0.01219021925272834,114.4,6346.15
2022-12,-0.03895327646747915,4.4018,0.01219021925272834,114.4,6346.15
2023-01,0.07192815793379848,4.348,0.009975719105089098,111.4,7155.48
2023-02,-0.028308901930048647,4.4475,0.009975719105089098,111.4,7155.48
2023-03,0.031527066919666114,4.2934,0.009975719105089098,111.4,7155.48
2023-04,0.014847945844198351,4.1753,0.009975719105089098,111.4,7155.48
2023-05,-0.009997481571227262,4.2559,0.009975719105089098,111.4,7155.48
2023-06,0.058502614676565035,4.1066,0.009975719105089098,111.4,7155.48
2023-07,0.03690568748607581,3.9995,0.009975719105089098,111.4,7155.48
2023-08,-0.027546492340227213,4.1074,0.009975719105089098,111.4,7155.48
2023-09,-0.0409960725758608,4.3697,0.009975719105089098,111.4,7155.48
2023-10,-0.029843347613539684,4.1684,0.010162312880815705,111.4,7155.48
2023-11,0.09277222046825417,3.981,0.010162312880815705,111.4,7155.48
2023-12,0.048383775602072854,3.935,0.010162312880815705,111.4,7155.48
2024-01,0.006078424855185727,4.0135,0.004153777442692519,103.6,8181.72
2024-02,0.04328063514145852,3.9803,0.004153777442692519,103.6,8181.72
2024-03,0.03195043801441155,3.9886,0.004153777442692519,103.6,8181.72
2024-04,-0.0325658494889548,4.0341,0.004153777442692519,103.6,8181.72
2024-05,0.04124597232082561,3.9389,0.004153777442692519,103.6,8181.72
2024-06,0.022633050800988208,4.032,0.0045510066248739545,103.6,8181.72
2024-07,0.01640344035703456,3.9689,0.0045510066248739545,103.6,8181.72
2024-08,0.026399994903550272,3.8644,0.0045510066248739545,103.6,8181.72
2024-09,0.024819321300672437,3.8193,0.0045510066248739545,103.6,8181.72
2024-10,-0.023257597923988738,4.0059,0.0045510066248739545,103.6,8181.72
2024-11,0.03497271455199913,4.077,0.0045510066248739545,103.6,8181.72
2024-12,-0.02046591008450127,4.1012,0.0045510066248739545,103.6,8181.72
2025-01,0.02993566444400253,4.0576,0.0045510066248739545,103.6,8903.56
2025-02,-0.004733694593780036,3.9993,0.0045510066248739545,103.6,8903.56
2025-03,-0.039364766881409996,3.8643,0.0045510066248739545,103.6,8903.56
2025-04,0.008601081055942483,3.7617,0.0045510066248739545,103.6,8903.56
2025-05,0.055710561282546145,3.7537,0.0045510066248739545,103.6,8903.56
2025-06,0.044496374974591246,3.6164,0.0045510066248739545,103.6,8903.56
2025-07,0.015206140727182849,3.7257,0.0045510066248739545,103.6,8903.56
2025-08,0.020531731049548085,3.6559,0.0045510066248739545,103.6,8903.56
2025-09,0.03962272538683487,3.6315,0.0045510066248739545,103.6,8903.56
2025-10,0.02421335193865315,3.6751,0.0045510066248739545,103.6,8903.56
2025-11,-0.004549110446161686,3.6624,0.0045510066248739545,103.6,8903.56
2025-12,0.014362127408748648,3.6016,0.0045510066248739545,103.6,8903.56
2026-01,0.03110885297718502,3.5379,0.004867550565343048,,
2026-02,0.010772387275932438,3.5804,0.004867550565343048,,
2026-03,-0.07359355572200699,3.7408,0.004669839200035719,,
2026-04,0.10135292457568923,3.646,0.004669839200035719,,
2026-05,0.05185410440244187,3.6395,0.004669839200035719,,
2026-06,-0.009240179133987558,3.7708,0.004669839200035719,,
2026-07,0.0024011851962482123,3.7425,0.004669839200035719,,
2026-08,,3.7209,0.004669839200035719,,
